Designation,Company Name,Location,Post Date,Job Type,Employees,Job Description,URL,Post By,Post Designation,Industry 
"Software Dev Engineer I, Amazon Selection and Catalog Systems",Amazon,"Sunnyvale, CA",1 week ago,"$128,000/yr - $178,000/yr (LinkedIn est.) · Full-time","10,001+ employees · Technology, Information and Internet","Job Summary

DESCRIPTION

Amazon carries the world’s largest catalog of products. Selection is key to the flywheel and ensures our customers can always find something that will delight them. Amazon Selection and Catalog Systems (ASCS) is responsible for ensuring the product data for billions of products is complete, correct and represented in best form to our customers. We build highly scalable distributed systems that are partially or entirely powered by state of art AI and ML. Our high scale distributed systems process hundreds of millions of updates on the billions of products to power the online buying experience for hundreds of millions of Amazon's customers worldwide.

Amazon Selection and Catalog Systems is looking for a customer-focused Software Development Engineer to help us make the world’s biggest product catalog even better and improve the experience for millions of customers.

Here is a sample of some of the challenges you will be asked to solve for:
Scalability: Design and think at scale. Amazon’s product catalog has billions of records with a mind boggling variety of products and millions of customers in multiple countries. We build systems and design algorithms that are able to handle these large amounts of data and make sure the cloud usage scales sub-linear with the ever growing data size. Where traditional solutions fail we develop approximate, distributed, and streaming algorithms.
Data analysis: We build data analytical workflows to dig into the huge amounts of data available at Amazon using data mining, machine learning, rule-based systems and statistics. We look for patterns, train multi-modal machine learning models and use them to build solutions that improve the catalog quality.
Measure and Improve: We obsess on identifying new ways to measure the effectiveness of our solutions and ways to improve them. We identify areas of improvement in our frameworks, tools, processes and strive to make them better. We continually evaluate our success metrics and evolve our reporting systems.
Systems: We leverage Amazon’s cloud infrastructure to scale. We create production workflows and applications utilizing AWS technologies such as EMR, ECS, Fargate and SageMaker. Our systems must run reliably in the face of variations in the input data or local hardware failures in distributed systems.
Key job responsibilities
Design and build scalable and efficient systems.
Analyze and process large amounts of to extract valuable information from various sources (e.g. product catalog, search query ...)
Actively participate in idea and roadmap generation.
Work creatively through and around perceived limitations and/or challenges imposed by the delivery platform to enable delightful experiences for customers.
Effectively present work to all levels of the leadership.
Be an effective collaborator in a cross functional team of SDEs, Technical Program Managers, and Product Managers.

Basic Qualifications
Programming experience with at least one software programming language.
1+ years of experience in software development
Preferred Qualifications
Strong Computer Science and development fundamentals, including object-oriented design, data structures, algorithm design, and complexity analysis.
Software Engineer or Software Developer experience with machine learning and data mining such as SageMaker, Spark and Hadoop.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A2218002",https://www.linkedin.com/company/amazon/life/,NA,NA,
Senior Software engineer,Motion Recruitment,"Santa Clara, CA",6 days ago,Contract · Mid-Senior level,"501-1,000 employees · Staffing and Recruiting","We are looking for a well qualifed and tlanet softwear engieer

Posted By: Kylie Acquistapace",https://www.linkedin.com/company/motion-recruitment-partners/life/,NA,NA,
Software Engineer - Material Flow Software,Tesla,"Palo Alto, CA",1 week ago,"$114,000/yr - $150,000/yr (LinkedIn est.) · Full-time · Entry level","10,001+ employees · Motor Vehicle Manufacturing","What to Expect Tesla’s Material Flow Robotics Software team designs, builds, and deploys software that helps manage different types of mobile robots across, and between Tesla factories. These robots include managing AGVs (Automated Guided Vehicles), Vertical Storage Systems, as well as TeslaBot usage on the factory floor. We are looking for an engineer that will help build the server-side software stack for these products. Your contributions will automate end-to-end registration, movement, action management, job assignment, as well as the remote operation of corresponding mobile robots. The team builds a suite of apps that include: fleet management applications, mobile apps to control the mobile robots, and Video Teleops using WebRTC. These tools and applications will support thousands of mobile robots in real time and across our facilities, including our new Gigafactories in Austin, Berlin. What You’ll Do
Build a software stack that will control multiple types of mobile robots/vehicles, including Tesla commercial vehicles (M3/MY/Semi), Tesla custom built wheeled indoor robots, other multi degree of freedom robots, and third party mobile robots
Design, extend & review software architecture, and implement on systems through integration, test and real-time deployment
Make performance and optimization trade-offs to meet product requirements
Collaborate and communicate complex technical concepts through quality documentation
Work cross functionally with mechanical, electrical, software, and manufacturing engineering groups
Support the existing software stack and help troubleshoot issues that might occur What You’ll Bring
Experience with one or more general purpose programming languages: Go (preferred), Python, Java, C#, C/C++
Basic experience with current dev-ops technologies: git, docker, Kubernetes
Basic database management systems experience: MySQL, Postgres, SQL Server
Familiarity with Linux/Unix environments
Solid understanding of software design/development principals
Ability to solve problems in adjacent disciplines outside of core focus areas Nice to haves
Experience contributing to a large-scale distributed systems project",https://www.linkedin.com/company/tesla-motors/life/,NA,NA,
Software Developer 1 (1 Year Fixed Term),Stanford University School of Medicine,"Stanford, CA",8 hours ago,Full-time · Entry level,"5,001-10,000 employees · Higher Education","Information Technology Services

Software Developer 1 (1 Year Fixed Term)

The Snyder lab in the Department of Genetics at Stanford University is seeking a Software Developer 1 to execute all programming tasks, including programming, analyzing, designing, developing, implementing, modifying, and maintaining computer programs. Work on systems of small to moderate size and complexity or segments of larger systems.

Duties Include
Assess user needs and requirements.
Design and develop cloud-based applications using container orchestration systems (e.g., Kubernetes).
Maintain and improve existing cloud-based solutions.
Troubleshoot and solve technical cloud-based problems.
Design and implement user and operations training programs.
Document changes in software for end users.
Follow team software development methodology.
Serve as technical resource with respect to surveys and databases.
Contribute to published articles.
Attend meetings with users and handle requirement gathering.
Building and managing online surveys and databases (e.g., REDCap).
- Other duties may also be assigned.

Desired Qualifications
Strong knowledge of scripting languages such as Bash, JavaScript.
Strong knowledge of Python programming language.
Strong background in containerization technologies.
Strong background in designing clinical and translational research databases (e.g., REDCap).
Familiarity with container orchestration platforms (e.g., Kubernetes).
Familiarity with major cloud providers: Google Cloud Platform, Amazon Web Services, Microsoft Azure.
Familiarity with bioinformatics workflow management platforms (e.g., Cromwell, Nextflow).

Education & Experience (required)

Bachelor's degree and three years of relevant experience or a combination of education and relevant experience.

Knowledge, Skills And Abilities (required)
Current knowledge of latest software and design standards.
Ability to define and solve logical problems for technical applications.
Knowledge of and ability to select, adapt, and effectively use a variety of programming methods.
Ability to recognize and recommend needed changes in user and/or operations procedures.
Basic knowledge of software engineering principles.
Strong knowledge of at least one programming language.

Certifications & Licenses

None.

PHYSICAL REQUIREMENTS*:
Constantly perform desk-based computer tasks.
Frequently sit, grasp lightly/fine manipulation.
Occasionally stand/walk, writing by hand.
Rarely use a telephone, lift/carry/push/pull objects that weigh up to 10 pounds
- Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job.

Working Conditions

May work extended hours, evening and weekends.

WORK STANDARDS (from JDL)
Interpersonal Skills: Demonstrates the ability to work well with Stanford colleagues and clients and with external organizations.
Promote Culture of Safety: Demonstrates commitment to personal responsibility and value for safety; communicates safety concerns; uses and promotes safe behaviors based on training and lessons learned.
Subject to and expected to comply with all applicable University policies and procedures, including but not limited to the personnel policies and other policies found in the University's Administrative Guide,",https://www.linkedin.com/company/stanford-university-school-of-medicine/life/,NA,NA,
Software Intern; Instrument R&D (Winter-Spring 2023),ELEGEN,"San Carlos, CA",2 hours ago,Internship · Internship,11-50 employees · Biotechnology Research,"Elegen is blazing a path towards a biology-based economy. Through unique insight and innovation Elegen can produce DNA in ≤1 week that is 10x longer and 20x more accurate than any available methods, letting scientists everywhere streamline and accelerate their work.

We are seeking a capable and motivated student intern (available Winter 2022/Spring 2023) to assist in image processing and control software development.

This is a rare and exciting opportunity for a senior or graduate level student looking to meaningfully engage in core R&D. Working alongside some of Silicon Valley's best scientists and engineers, you will help create fundamental technology for our cutting-edge DNA synthesis instruments.

Essential Responsibilities{{:}}
Help build our imaging algorithm optimization and testing pipeline.
Assist in evaluation of new algorithms and capabilities.
Contribute ideas and insights into algorithm performance.

Essential Candidate Profile {{:}}
Advanced (senior or graduate) student pursuing degree in EE, CS, or applied mathematics.
Good proficiency in C++ or Python, with a significant project completed in one language.
Classes and academic interest in image or signal processing.
Mindset to deal with continually evolving technical challenges and solve real-world problems.

Preferred Candidate Qualifications{{:}}
Understanding of object-oriented programming and fundamental software development standards.
Knowledge of real-time software concepts and computational optimization.
Familiarity with Linux.
Familiarity with electronic hardware and computer architecture.

About the company{{:}}

Founded and led by Dr. Matthew Hill and located in San Carlos, CA, Elegen is well-capitalized by top life science investors, including Andreessen Horowitz, 8VC, and KdT. The company is advised and staffed by leading biotechnology scientists and entrepreneurs, including Dr. Marc Unger, inventor of the Nanoflex™ valve, and former CSO of Fluidigm. Dr. Hill has a PhD from Stanford and a proven track record of advancing innovative technologies from invention to commercial success. Over eight years in his previous role as VP of R&D at a leading molecular diagnostics company, he co-invented and launched five precision molecular diagnostic products, including a best-in-class noninvasive prenatal test used by millions. These products earn more than $350 million per year in revenue and enabled an IPO.",https://www.linkedin.com/company/elegenbio/life/,NA,NA,
"Gaming - Engineer - Git, Go & Kubernetes",Dice,"Mountain View, CA",9 hours ago,Contract · Entry level,"1,001-5,000 employees · Technology, Information and Internet","Dice is the leading career destination for tech experts at every stage of their careers. Our client, CloudOne Inc, is seeking the following. Apply via Dice today!

Tech Mahindra

Google

Gaming - Engineer - Git, Go & Kubernetes

Mountain View

CA

Day 1 Onsite

The GC4G DevInfra team is responsible for the infrastructure, platforms, environments, and the Github org that Gaming OSS projects live in. In addition, the team will administer the Gaming OSS organization to ensure smooth functioning of the dependent workgroups.

Overall Responsibilities

Gaming OSS is 4 open source projects with vibrant communities. You will be responsible for releasing Agones and Open Match projects, improving infrastructure, and triaging and fixing issues.

Top 3 Daily Responsibilities

Triage incoming issues from the community
Answer questions from the community and user
Resolve issues with code and/or documentation

Additional Responsibilities

Release Agones and Open Match at regular cadence
Improve release and test infrastructure
Design and implement new features

Required Skills

We are looking for someone with hands-on experience in Git, Go and Kubernetes. A majority of our work also relies on working with CI infrastructure and testing. Along with testing, we would like the candidate to be able to troubleshoot and debug basic infrastructure failures and build breakages. The ability to learn quickly will also go a long way as our team works with numerous different technical tools.

“Nice to have” skills

Familiarity with releasing open source packages
Experience supporting and/or maintaining open source software projects
Experience participating in GitHub, Discord/Slack & Stack Overflow communities

Agones

Additional Required Skills

None

Additional “Nice To Have” Skills

Familiarity with gRPC
Familiarity with C++/CMake

Open Match

Additional Required Skills

Familiarity with gRPC

Additional “Nice To Have” Skills

Familiarly with C#
- provided by Dice",https://www.linkedin.com/company/dice/life/,NA,NA,
System Software Development Engineer,Intel Corporation,"San Jose, CA",8 hours ago,Full-time · Entry level,"10,001+ employees · Semiconductor Manufacturing","Job Description

Designs, develops, integrates, tests, validates, and/or debugs software across multiple layers of the software stack spanning firmware, drivers, operating systems, middleware, frameworks, algorithms, and applications/UI for a specific technology, product/platform, and/or market segment, including the development of software to enable specific features, skills, solutions, reference platforms, or Intel products.

Qualifications

Minimum qualifications are required to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.

Education Requirements

BS in Computer Engineering or Computer Science.

Minimum Qualifications

5+ years of experience in the following:


Developing system software, test scripts for Smart NIC or Storage products.
System-level validation, lab environment, PCIe boards, performance benchmarks are required.

Preferred Qualifications
Master's Degree in Computer Engineering or Computer Science is preferred.
Familiarity with NVMe, RDMA protocols and network topologies is highly preferred.

Inside this Business Group

The Programmable Solutions Group (PSG) was formed from the acquisition of Altera. As part of Intel, PSG will create market-leading programmable logic devices that deliver a wider range of capabilities than customers experience today. Combining Altera's industry-leading FPGA technology and customer support with Intel's world-class semiconductor manufacturing capabilities will enable customers to create the next generation of electronic systems with unmatched performance and power efficiency. PSG takes pride in creating an energetic and dynamic work environment that is driven by ingenuity and innovation. We believe the growth and success of our group is directly linked to the growth and satisfaction of our employees. That is why PSG is committed to a work environment that is flexible and collaborative, and allows our employees to reach their full potential.

Covid Statement

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

Posting Statement

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

Benefits

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, and benefit programs. Find more information about our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Working Model

This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.

In certain circumstances the work model may change to accommodate business needs.",https://www.linkedin.com/company/intel-corporation/life/,NA,NA,
Software Developer,Hewlett Packard Enterprise,"San Jose, CA",1 week ago,"$102,000/yr - $181,000/yr (LinkedIn est.) · Full-time","10,001+ employees · IT Services and IT Consulting","This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office.

Job Description

Job Family Definition:

The Cloud Developer builds from the ground up to meet the needs of mission-critical applications, and is always looking for innovative approaches to deliver end-to-end technical solutions to solve customer problems.

Brings technical thinking to break down complex data and to engineer new ideas and methods for solving, prototyping, designing, and implementing cloud-based solutions.

Collaborates with project managers and development partners to ensure effective and efficient delivery, deployment, operation, monitoring, and support of Cloud engagements.

The Cloud Developer provides business value expertise to drive the development of innovative service offerings that enrich HPE's Cloud Services portfolio across multiple systems, platforms, and applications.

Management Level Definition

Applies intermediate level of subject matter knowledge to solve a variety of common business issues. Works on problems of moderately complex scope. Acts as an informed team member providing analysis of information and limited project direction input. Exercises independent judgment within defined practices and procedures to determine appropriate action. Follows established guidelines and interprets policies. Evaluates unique circumstances and makes recommendations.

Job

Engineering

Job Level

Intermediate

Hewlett Packard Enterprise is EEO F/M/Protected Veteran/ Individual with Disabilities.

HPE will comply with all applicable laws related to the use of arrest and conviction records, including the San Francisco Fair Chance Ordinance and similar laws and will consider for employment qualified applicants with criminal histories.",https://www.linkedin.com/company/hewlett-packard-enterprise/life/,NA,NA,
Returnship - EDA Tools Software Engineer,Intel Corporation,"Santa Clara, CA",8 hours ago,Full-time · Entry level,"10,001+ employees · Semiconductor Manufacturing","Job Description

Have you taken a career break and had your resume rejected because of your resume gap? Intel is offering 16-week paid returnships for experienced professionals ready to return to the workforce. If you have taken a break of at least one year for the following reasons we welcome, you to apply:
Starting or raising a family
Military service/military spouse
Community service/volunteer work
Caring for a family member or self
Teaching

At Intel we are excited to have a Return to Work program because we appreciate the skills individuals who are returning to work can offer. This program offers you a chance to revamp your skills, update your resume with new experience, and make connections with others transitioning back to the workforce.

This position is hybrid during the 16-week returnship program. The goal of this program is to hire individuals who were successful throughout the program duration. A full-time offer will be hybrid.

Responsibilities may be quite diverse and are technical in nature. U. S. experience and education requirements will vary significantly depending on the unique needs of the job.

Qualifications

Minimum Qualifications

Candidates must have been out of the paid workforce for at least one year

Bachelors or Master's degree in Electrical Engineering, Computer Science, Computer Engineering or related field

Industry Experience In At Least One The Following Areas
Custom Layout tools and Technology file development (Virtuoso or Custom Compiler)
Foundry design rules & layout concepts on advanced process nodes.
At least one of the following: Python, Ruby, or Tcl
UNIX/Linux

Inside this Business Group

As the world's largest chip manufacturer, Intel strives to make every facet of semiconductor manufacturing state-of-the-art -- from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class Supply Chain and facilities support. Employees in the Technology Development and Manufacturing Group are part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of Moore’s Law to bring smart, connected devices to every person on Earth.

Other Locations

US,OR,Hillsboro;US,AZ,Phoenix;US,CA,Folsom

Covid Statement

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

Posting Statement

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

Benefits

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, and benefit programs. Find more information about our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Working Model

This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.

In certain circumstances the work model may change to accommodate business needs.",https://www.linkedin.com/company/intel-corporation/life/,NA,NA,
Software Engineer,Intel Corporation,"San Jose, CA",10 hours ago,Full-time · Entry level,"10,001+ employees · Semiconductor Manufacturing","Job Description

Become a member of one of the largest engineering companies in the world!

Join us to develop new technology that will provide Intel a competitive advantage in programmable solutions. If you find it exciting to work in a diverse team that innovates with other Intel advanced technology groups, with other industry leaders, and academia, then we have your opportunity.

The Intel Programmable Solutions Group (PSG) has been delivering industry leading custom logic solutions to customers since inventing the world's first reprogrammable logic device in 1984. To expand the technology that provides us with advantages in programmable solutions, we are looking for a phenomenal engineer to join our high-powered team.

As a software engineer, you will deliver best in class software solutions to enable Intel Programmable Solutions Group (PSG) Manufacturing organization to ship the highest quality FPGAs to customers.

You will lead new software development initiative, drive innovative improvement, evaluate new technology, benchmark solutions, and support existing software solutions. You will collaborate closely with internal stakeholders and customers to streamline and automate workflows to elevate engineering productivity and efficiency.

Behavioral Traits
Written/verbal communication skills.

Qualifications

You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a positive factor in identifying top candidates. Requirements listed may be obtained through a combination of industry relevant job experience, internship experiences and or schoolwork/classes/research.

Education Requirements

The candidate must have a Bachelor's degree with 3+ years of industry experience or Master's degree with 2+ years of industry experience in Computer Science, Computer Engineering or related field.

Minimum Qualifications
2+ years of experience in software engineering
2+ years of experience of data structures, algorithms, and/or object-oriented programming.
2+ years of experience in C++ or Python.

Preferred Qualifications
Experience in Verilog and EDA Tools.
Experience with semiconductor manufacturing development cycle.
Experience in Relational Database.
1+ years of experience in software development life cycle and quality assurance.

This position is eligible for Intel immigration sponsorship.

Inside this Business Group

The Programmable Solutions Group (PSG) was formed from the acquisition of Altera. As part of Intel, PSG will create market-leading programmable logic devices that deliver a wider range of capabilities than customers experience today. Combining Altera's industry-leading FPGA technology and customer support with Intel's world-class semiconductor manufacturing capabilities will enable customers to create the next generation of electronic systems with unmatched performance and power efficiency. PSG takes pride in creating an energetic and dynamic work environment that is driven by ingenuity and innovation. We believe the growth and success of our group is directly linked to the growth and satisfaction of our employees. That is why PSG is committed to a work environment that is flexible and collaborative, and allows our employees to reach their full potential.

Other Locations

US,Hillsboro

Covid Statement

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

Posting Statement

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

Benefits

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, and benefit programs. Find more information about our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Working Model

This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.

In certain circumstances the work model may change to accommodate business needs.",https://www.linkedin.com/company/intel-corporation/life/,NA,NA,
Software Engineer III,Walmart,"Sunnyvale, CA",2 weeks ago,"$97,000/yr - $181,000/yr (LinkedIn est.) · Full-time · Associate","10,001+ employees · Retail","Position Summary...

What you'll do...

Assists in providing guidance to small groups of two to three engineers, including offshore associates, for assigned Engineering projects by proving pertinent documents, directions, examples, and timeline.

Provides support to the business by responding to user questions, concerns, and issues (for example, technical feasibility, implementation strategies);researching and identifying needed solutions; determining implementation designs; providing guidance regarding implications of new and enhanced systems; identifying short and long term solutions; and directing users to appropriate contacts for issues outside of associate's domain.

Manages small to large-sized complex projects by reviewing project requirements; translating requirements into technical solutions; researching and identifying alternative solutions; determining needed solution based on return on investment and value add to the business; gathering requested information (for example, design documents, product requirements, wire frames); writing and developing code; conducting unit testing; communicating status and issues to team members and stakeholders; collaborating with project team and cross functional teams; identifying areas of opportunity; interpreting information and identifying a solution; ensuring solution is sustainable across implementation and use; troubleshooting open issues and bug-fixes; and ensuring on-time delivery and hand-offs.

Troubleshoots business and production issues by gathering information (for example, issue, impact, criticality, possible root cause); performing root cause analysis to reduce future issues; engaging support teams to assist in the resolution of issues; developing solutions; driving the development of an action plan; performing actions as designated in the plan; interpreting the results to determine further action; and completing online documentation.

Participates in the discovery phase of small to medium-sized projects to come up with high level design by partnering with the product management, project management, business, and user experience teams.

Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plans by providing expert advice and guidance to others in the application of information and best practices; supporting and aligning efforts to meet customer and business needs; and building commitment for perspectives and rationales.

Provides and supports the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying business needs; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing on improvement opportunities; and adapting to competing demands, organizational changes, and new responsibilities.

Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrity by incorporating these into the development and implementation of business plans; using the Open Door Policy; and demonstrating and assisting others with how to apply these in executing business processes and practices.

Live our Values

Culture Champion

Models the Walmart values to foster our culture; holds oneself accountable; and supports Walmart's commitment to communities, social justice, corporate social responsibility, and sustainability; maintains and promotes the highest standards of integrity, ethics and compliance.

Servant Leadership

Is consistently humble, self-aware, honest, and transparent.

Embrace Change

Curiosity & Courage

Demonstrates curiosity and a growth mindset; supports innovation and intelligent risk-taking; and exhibits resilience in the face of setbacks.

Digital Transformation & Change

Implements and supports continuous improvements and willingly embraces new digital tools and ways of working.

Deliver for the Customer

Customer Focus

Delivers results while putting the customer first and applying an omnimerchant mindset and the EDLP and EDLC business models to all plans.

Strategic Thinking

Adopts a broad perspective that considers data, analytics, customer insights, and different parts of the business when making plans.

Focus on our Associates

Diversity, Equity & Inclusion

Embraces diversity in all its forms and actively supports diversity of ideas and perspectives, as well as diversity goal programs.

Collaboration & Influence

Builds strong and trusting relationships with team members and business partners; works collaboratively to achieve objectives; communicates with

impact to a range of audiences; and demonstrates energy and positivity for own work.

Talent Management

Contributes to an environment allowing everyone to bring their best selves to work, demonstrates engagement and commitment to the team, and recognizes others' contributions and accomplishments.

Minimum Qualifications...

Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Bachelor's degree in Computer Science and 2 years' experience in software engineering or related field OR 4 years' experience in software engineering or related field.

Preferred Qualifications...

Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Masters: Computer Science

Primary Location...

640 W California Avenue, Sunnyvale, CA 94086-4828, United States of America",https://www.linkedin.com/company/walmart/life/,NA,NA,
"Software Engineer (Back-end), Manufacturing Quality",Tesla,"Fremont, CA",3 weeks ago,"$114,000/yr - $150,000/yr (LinkedIn est.) · Full-time · Entry level","10,001+ employees · Motor Vehicle Manufacturing","What To Expect

The manufacturing quality data engineering team is a high impact, high priority and high visibility team that is laser focus on safety critical issues and expanding critical services to Gigafactories worldwide. Within Tesla's Vehicle Engineering organization, you will have the data gold mines across design, manufacturing and vehicle data sources, enabling you to design, create and deploy innovative new data services, automation and machine learning tools into production use. In this role, you will focus on back-end development in Python and GO for critical internals engineering tools worldwide.

What You’ll Do
Design, develop and maintain Tesla's internal web applications and engineering tools related to industry 4.0, equipment sensor and vehicle data.
Design new system architecture, database and integration systems.
Write elegant and scalable Python/Go APIs to interact with applications, systems and database.
Design and develop real time software systems using Kafka.
Create logging and monitoring system to track system health.
Collaborate with data science team members to realize interactive solutions through rapid iteration.
Strive for best software engineering practices through code reviews and design documentation.
What You’ll Bring
Bachelor's degree in Computer Science or Computer Engineering or equivalent with at least 2 years of relevant work experience
Expert knowledge and experience in writing Python/Go APIs with REST/gRPC standard
Strong attention to details and diligent in unit testing and integration testing practices
Experience with SQL and NOSQL database and good knowledge in query optimization, such as MySQL, MicrosoftSQL, MongoDB, Elasticsearch, Kafka
Experience with containerization (Docker)
Experience working in a fast-paced environment with multiple tight deadlines",https://www.linkedin.com/company/tesla-motors/life/,Jimmy Yu,Data Engineering Manager,
Software Intern; Instrument R&D (Winter-Spring 2023),ELEGEN,"San Carlos, CA",2 hours ago,Internship · Internship,11-50 employees · Biotechnology Research,"Elegen is blazing a path towards a biology-based economy. Through unique insight and innovation Elegen can produce DNA in ≤1 week that is 10x longer and 20x more accurate than any available methods, letting scientists everywhere streamline and accelerate their work.

We are seeking a capable and motivated student intern (available Winter 2022/Spring 2023) to assist in image processing and control software development.

This is a rare and exciting opportunity for a senior or graduate level student looking to meaningfully engage in core R&D. Working alongside some of Silicon Valley's best scientists and engineers, you will help create fundamental technology for our cutting-edge DNA synthesis instruments.

Essential Responsibilities{{:}}
Help build our imaging algorithm optimization and testing pipeline.
Assist in evaluation of new algorithms and capabilities.
Contribute ideas and insights into algorithm performance.

Essential Candidate Profile {{:}}
Advanced (senior or graduate) student pursuing degree in EE, CS, or applied mathematics.
Good proficiency in C++ or Python, with a significant project completed in one language.
Classes and academic interest in image or signal processing.
Mindset to deal with continually evolving technical challenges and solve real-world problems.

Preferred Candidate Qualifications{{:}}
Understanding of object-oriented programming and fundamental software development standards.
Knowledge of real-time software concepts and computational optimization.
Familiarity with Linux.
Familiarity with electronic hardware and computer architecture.

About the company{{:}}

Founded and led by Dr. Matthew Hill and located in San Carlos, CA, Elegen is well-capitalized by top life science investors, including Andreessen Horowitz, 8VC, and KdT. The company is advised and staffed by leading biotechnology scientists and entrepreneurs, including Dr. Marc Unger, inventor of the Nanoflex™ valve, and former CSO of Fluidigm. Dr. Hill has a PhD from Stanford and a proven track record of advancing innovative technologies from invention to commercial success. Over eight years in his previous role as VP of R&D at a leading molecular diagnostics company, he co-invented and launched five precision molecular diagnostic products, including a best-in-class noninvasive prenatal test used by millions. These products earn more than $350 million per year in revenue and enabled an IPO.",https://www.linkedin.com/company/elegenbio/life/,NA,NA,
Software Engineer,Revature,"San Francisco, CA",17 hours ago,Full-time · Entry level,"1,001-5,000 employees · IT Services and IT Consulting","Revature is the fastest growing employer of emerging technology talent.

One day someone is going to ask you where you got your start…This is IT!

With a wide range of Fortune 500 enterprises, government organizations and top systems integrators as our clients, we not only provide you with the skills needed to succeed through an employer-paid training program but will also give you the opportunity to put those skills to use, on projects that matter.

What We Are Looking For

College degree (Associates or Bachelors)
Must be authorized to work in the US
Strong desire to learn to code – No prior professional experience required.
A natural problem solver
Strong communication and interpersonal skills
Willing to relocate anywhere in the US – Relocation assistance provided

What We Offer

Competitive salary
Relocation & housing assistance
Health, vision & dental insurance
Paid time off
Industry Certifications
Life Insurance Policy
401k
Mentoring program and ongoing support throughout your entire Revature career
Experience with the largest and most reputable companies in the US

Apply Today. Interviews are going on now.

Equal Employment Opportunity

The Company is an equal opportunity employer. We will extend equal opportunity to all individuals without regard to race, religion, color, sex, pregnancy, childbirth or related medical conditions, sexual orientation, gender identity, national origin, disability, age, genetic information, marital status, veteran status, or any other status protected under applicable federal, state, or local laws. This policy applies to all terms and conditions of employment, including but not limited to, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, benefits, compensation and training. If you require an accommodation to work based on any of these protected factors, please notify the Human Resources Department, and the Company will evaluate the request and provide an accommodation in accordance with applicable law.

We seek to comply with all applicable federal, state and local laws related to discrimination and will not tolerate the interference with the ability of any of the Company’s employees to perform their job duties. Our policy reflects and affirms the Company’s commitment to the principles of fair employment and the elimination of all discriminatory practices.",https://www.linkedin.com/company/revature/life/,Sopna preethi,Hiring Techies for Entry Level Software Developers at Revature.,
